,colour2,colour1,sub_category,category_id,type,user_id,brand,buyer,month,price_id,price,date
12081,0,0,5,12,11,3767,0,0,11,1686,245.07,2019-12-29
12083,0,0,6,10,11,4034,0,0,11,2275,254.66,2019-12-29
12085,0,0,6,10,11,655,1,0,11,2505,90.27,2019-12-29
12086,0,0,6,10,8,4096,0,0,11,475,273.84,2019-12-29
12087,0,0,6,10,8,2910,0,0,11,3597,265.71,2019-12-29
12092,0,0,6,10,11,3893,1,0,11,3484,71.1,2019-12-29
12093,0,0,6,10,8,3485,1,0,11,3484,356.03,2019-12-29
12094,0,0,6,10,8,3775,0,0,11,804,219.04,2019-12-29
12095,0,2,6,10,8,416,1,0,11,804,643.7,2019-12-29
12096,0,0,6,10,11,4162,1,0,11,1136,50.1,2019-12-29
12097,0,2,3,11,8,2211,0,0,11,1518,161.51,2019-12-29
12098,0,2,6,10,8,3565,1,0,11,2276,634.4,2019-12-29
12099,0,0,6,10,11,3980,0,0,11,1027,347.81,2019-12-29
12100,0,0,5,12,12,3894,0,0,11,883,68.36,2019-12-29
12101,0,0,6,10,11,4025,1,0,11,804,51.92,2019-12-29
12102,0,0,5,12,11,3923,2,0,11,886,23.15,2019-12-29
12103,0,0,3,11,11,2082,1,0,11,804,64.25,2019-12-29
12104,0,0,5,12,8,2361,0,0,11,877,36.85,2019-12-29
12105,0,0,5,12,8,3982,2,0,11,877,39.59,2019-12-29
12106,0,0,3,11,18,3909,2,0,11,3600,119.56,2019-12-29
12107,0,0,3,11,18,3843,0,0,11,3600,239.59,2019-12-29
12108,0,0,3,11,18,3754,0,0,11,3600,362.88,2019-12-29
12109,0,0,5,12,8,3959,2,0,11,709,68.36,2019-12-29
12110,0,0,5,12,8,3935,1,0,11,709,60.14,2019-12-29
12111,0,0,5,12,27,3810,0,0,11,3599,95.75,2019-12-29
12112,0,0,4,13,18,4027,1,0,11,3586,369.73,2019-12-29
12113,0,3,6,10,8,4013,0,0,11,89,298.12,2019-12-29
12114,0,0,3,11,8,664,1,0,11,3601,21.64,2019-12-29
12115,0,0,3,11,8,664,1,0,11,3601,21.64,2019-12-29
12117,0,2,6,10,11,3745,0,0,11,2274,127.26,2019-12-29
12119,0,3,3,11,8,4035,1,0,11,3233,293.11,2019-12-30
12120,0,3,3,11,8,3826,0,0,11,3233,397.12,2019-12-30
12122,0,0,3,11,11,798,1,0,11,868,121.05,2019-12-30
12123,0,0,3,11,11,1085,0,0,11,3602,97.12,2019-12-30
12124,0,0,3,11,11,1085,0,0,11,3602,97.12,2019-12-30
12125,0,0,3,11,11,759,1,0,11,868,143.52,2019-12-30
12126,0,0,5,12,18,4050,0,0,11,479,82.05,2019-12-30
12127,0,0,3,11,8,3814,2,0,11,479,87.53,2019-12-30
12128,0,0,3,11,8,1135,0,0,11,1940,328.63,2019-12-30
12129,0,0,3,11,11,4034,1,0,11,3601,147.81,2019-12-30
12130,0,0,3,11,8,3224,1,0,11,3375,62.88,2019-12-30
12131,0,0,6,10,11,689,0,0,11,3375,154.66,2019-12-30
12132,0,0,1,14,8,3836,2,0,11,476,68.36,2019-12-30
12133,0,0,6,10,11,2084,1,0,11,3375,146.26,2019-12-30
12134,0,0,3,11,8,3489,1,0,11,1846,778.04,2019-12-30
12135,0,0,3,11,8,3677,0,0,11,1846,881.48,2019-12-30
12137,0,0,6,10,8,850,1,0,11,3574,324.63,2019-12-30
12138,0,0,3,11,8,4149,1,0,11,2822,138.22,2019-12-30
12139,0,0,3,11,8,1026,1,0,11,2822,132.29,2019-12-30
12140,0,0,5,12,8,2886,0,0,11,385,135.58,2019-12-30
12141,0,2,3,11,8,3880,0,0,11,2955,445.07,2019-12-30
12142,0,0,3,11,8,3382,1,0,11,222,182.05,2019-12-30
12143,0,2,6,10,8,3952,1,0,11,2601,716.4,2019-12-30
12144,0,3,0,9,8,4086,1,0,11,1533,4116.3,2019-12-30
12145,0,0,4,13,23,3270,0,0,11,1153,568.36,2019-12-30
12146,0,0,0,9,8,2451,1,0,11,2187,204.62,2019-12-30
12147,0,0,5,12,8,4150,0,0,11,1763,82.05,2019-12-30
12148,0,0,6,10,25,3773,2,0,11,1447,304.11,2019-12-30
12149,0,0,6,10,11,4136,0,0,11,1447,193.01,2019-12-30
12150,0,2,3,11,8,3720,0,0,11,1948,561.51,2019-12-30
12151,0,0,3,11,19,927,2,0,11,1502,431.37,2019-12-30
12152,0,2,4,13,8,3775,0,0,11,1810,1160.14,2019-12-30
12153,0,0,5,12,12,580,1,0,11,883,88.9,2019-12-30
12154,0,0,3,11,8,2418,1,0,11,888,84.79,2019-12-30
12155,0,2,0,9,11,4054,0,0,11,1810,151.92,2019-12-30
12156,0,0,5,12,12,3894,0,0,11,883,68.36,2019-12-30
12157,0,2,6,10,8,4067,2,0,11,769,266.99,2019-12-30
12158,0,0,3,11,27,3051,2,0,11,2101,319.84,2019-12-30
12159,0,0,6,10,27,2485,2,0,11,2101,240.38,2019-12-30
12160,0,0,6,10,27,2485,2,0,11,2101,240.38,2019-12-30
12161,0,0,3,11,27,3051,2,0,11,2101,319.84,2019-12-30
12162,0,0,5,12,8,2818,1,0,11,475,102.6,2019-12-30
12163,0,0,5,12,8,4128,1,0,11,475,308.08,2019-12-30
12164,0,0,6,10,12,2791,1,0,11,3017,253.29,2019-12-30
12165,0,0,3,11,12,2790,1,0,11,3017,273.84,2019-12-30
12166,0,0,3,11,8,3819,0,0,11,3601,310.82,2019-12-30
12167,0,2,6,10,8,4089,0,0,11,1155,188.7,2019-12-30
12168,0,2,6,10,8,4089,0,0,11,1155,188.7,2019-12-30
12169,0,2,6,10,8,736,1,0,11,1155,582.05,2019-12-30
12170,0,0,3,11,11,3864,0,0,11,3393,46.81,2019-12-30
12171,0,2,5,12,8,2903,1,0,11,2033,219.04,2019-12-30
12172,0,0,0,9,8,3526,1,0,11,3592,220.0,2019-12-30
12173,0,2,6,10,8,736,1,0,11,1155,582.05,2019-12-30
12174,0,2,6,10,8,4125,1,0,11,1155,917.67,2019-12-30
12175,0,2,6,10,8,4089,0,0,11,1155,188.7,2019-12-30
12176,0,2,6,10,8,4089,0,0,11,1155,188.7,2019-12-30
12177,0,0,3,11,14,2620,1,0,11,1436,143.7,2019-12-30
12178,0,0,5,12,14,3072,1,0,11,1436,68.36,2019-12-30
12179,0,0,6,10,14,4107,2,0,11,1436,252.05,2019-12-30
12182,2,2,2,7,11,11,0,0,11,513,306.85,2019-12-31
12183,0,0,3,11,8,4023,1,0,11,2090,86.16,2019-12-31
12184,0,2,6,10,8,3888,1,0,11,3554,239.59,2019-12-31
12185,0,0,3,11,8,4122,1,0,11,16795,890.27,2019-12-31
12186,0,0,6,10,8,4021,2,0,11,309,273.84,2019-12-31
12187,0,0,3,11,8,2575,0,0,11,3492,1828.63,2019-12-31
12188,0,0,6,10,11,3980,0,0,11,3369,347.81,2019-12-31
12189,0,0,3,11,11,3902,0,0,11,3369,325.89,2019-12-31
12190,0,2,5,12,27,3164,1,0,11,3369,150.55,2019-12-31
12191,0,0,3,11,11,1085,0,0,11,2821,97.12,2019-12-31
12192,0,0,0,9,8,3607,1,0,11,799,976.84,2019-12-31
12193,0,0,6,10,12,4111,2,0,11,2246,308.08,2019-12-31
12194,0,0,3,11,8,3769,2,0,11,309,493.01,2019-12-31
12195,0,0,3,11,11,4136,1,0,11,1948,123.15,2019-12-31
12196,0,0,3,11,12,4108,1,0,11,1519,1150.55,2019-12-31
12197,0,2,5,12,8,3926,0,0,11,7691,205.34,2019-12-31
12198,0,2,3,11,8,3556,1,0,11,7691,1109.45,2019-12-31
12199,0,2,3,11,8,3577,1,0,11,7691,856.03,2019-12-31
12200,0,2,6,10,8,3832,0,0,11,1948,335.48,2019-12-31
12201,0,2,5,12,8,3926,0,0,11,7691,205.34,2019-12-31
12202,0,2,3,11,8,3556,1,0,11,7691,1109.45,2019-12-31
12203,0,2,0,9,11,4054,0,0,11,1810,151.92,2019-12-31
12204,0,0,6,10,11,3980,0,0,11,1180,347.81,2019-12-31
12205,0,2,6,10,8,442,1,0,11,3257,397.12,2019-12-31
12206,0,0,6,10,11,4190,0,0,11,744,122.97,2019-12-31
12207,0,0,6,10,11,3715,1,0,11,3520,72.47,2019-12-31
12208,0,2,5,12,27,3164,1,0,11,2817,150.55,2019-12-31
12210,0,0,6,10,11,3980,0,0,11,804,347.81,2019-12-31
12211,0,0,3,11,11,3902,0,0,11,804,325.89,2019-12-31
12212,0,0,3,11,8,2705,2,0,11,3271,219.04,2019-12-31
12213,0,3,6,10,8,4040,0,0,11,3271,595.75,2019-12-31
12214,0,0,0,9,8,2223,0,0,11,799,970.64,2019-12-31
12215,0,0,3,11,8,3758,0,0,11,804,212.19,2019-12-31
12216,0,0,3,11,11,3864,0,0,11,804,46.81,2019-12-31
12217,0,0,5,12,8,3564,1,0,11,318,106.71,2019-12-31
12218,0,0,5,12,27,3810,0,0,11,3391,95.75,2019-12-31
12219,0,0,0,9,8,4152,1,0,11,1126,368.25,2019-12-31
12220,0,3,3,11,8,3720,1,0,11,961,484.89,2019-12-31
12221,0,2,5,12,11,3880,0,0,11,961,105.34,2019-12-31
12222,0,2,5,12,8,785,0,0,11,961,184.79,2019-12-31
12223,0,0,6,10,11,683,1,0,0,3535,331.37,2020-01-01
12224,0,0,3,11,8,3953,0,0,0,2840,164.25,2020-01-01
12225,0,0,6,10,8,1197,0,0,0,1993,657.53,2020-01-01
12226,0,0,6,10,8,1197,0,0,0,1993,657.53,2020-01-01
12227,0,0,5,12,11,2150,1,0,0,1811,62.88,2020-01-01
12229,0,0,5,12,2,494,1,0,0,3520,88.9,2020-01-01
12230,0,0,3,11,23,1190,0,0,0,852,328.63,2020-01-01
12231,0,0,6,10,11,987,0,0,0,704,134.11,2020-01-01
12232,0,0,3,11,11,965,0,0,0,704,210.82,2020-01-01
12233,0,2,6,10,11,144,0,0,0,506,237.78,2020-01-01
12234,0,0,3,11,11,871,0,0,0,489,68.18,2020-01-01
12235,0,2,6,10,8,4222,0,0,0,2821,356.16,2020-01-02
12236,0,0,3,11,8,814,0,0,0,740,328.63,2020-01-02
12237,0,0,5,12,8,4029,2,0,0,3614,27.26,2020-01-02
12238,0,0,1,14,8,897,0,0,0,2456,69.73,2020-01-02
12239,0,2,5,12,8,4093,0,0,0,5,39.59,2020-01-02
12240,0,2,6,10,11,3845,0,0,0,3046,316.3,2020-01-02
12241,0,0,6,10,22,4143,1,0,0,3309,465.62,2020-01-02
12242,0,2,6,10,8,3960,2,0,0,475,349.18,2020-01-02
12245,0,0,6,10,8,3963,1,0,0,3560,38.59,2020-01-02
12246,0,0,5,12,8,113,0,0,0,318,164.25,2020-01-02
12247,0,0,3,11,12,3736,1,0,0,3606,167.78,2020-01-02
12248,0,0,3,11,9,4136,0,0,0,3492,182.16,2020-01-02
12249,0,0,3,11,9,3959,0,0,0,3492,205.34,2020-01-02
12250,0,0,3,11,8,548,1,0,0,505,842.77,2020-01-02
12251,0,0,3,11,29,260,0,0,0,929,542.47,2020-01-02
12252,0,0,0,9,8,1211,0,0,0,2821,457.53,2020-01-02
12253,0,0,6,10,8,4033,0,0,0,2546,636.85,2020-01-02
12254,0,2,6,10,23,3012,0,0,0,2087,136.85,2020-01-02
12255,0,2,3,11,8,3752,0,0,0,3516,349.18,2020-01-02
12256,0,0,3,11,12,3944,2,0,0,1890,427.4,2020-01-03
12257,0,0,3,11,27,2117,1,0,0,2695,568.36,2020-01-03
12258,0,0,3,11,8,3753,0,0,0,1150,513.56,2020-01-03
12260,0,0,5,12,8,113,0,0,0,318,164.25,2020-01-03
12261,0,0,5,12,11,3767,0,0,0,318,245.07,2020-01-03
12262,0,0,5,12,8,3564,1,0,0,318,106.71,2020-01-03
12263,0,0,6,10,11,1127,1,0,0,318,132.74,2020-01-03
12264,0,0,6,10,11,1127,1,0,0,318,132.74,2020-01-03
12265,0,0,0,9,8,3950,0,0,0,995,779.81,2020-01-03
12266,0,0,5,12,8,4030,1,0,0,1153,212.19,2020-01-03
12267,0,0,6,10,8,4066,1,0,0,1502,412.05,2020-01-03
12268,0,2,5,12,27,3785,0,0,0,1943,88.9,2020-01-03
12269,0,2,3,11,8,888,1,0,0,3257,260.14,2020-01-03
12270,0,0,3,11,11,4150,0,0,0,951,161.51,2020-01-03
12271,0,0,6,10,8,3841,2,0,0,3023,349.18,2020-01-03
12272,0,0,3,11,27,513,1,0,0,726,349.18,2020-01-03
12273,0,0,5,12,27,3881,0,0,0,726,130.0,2020-01-03
12274,0,0,5,12,12,580,1,0,0,16801,88.9,2020-01-03
12275,0,0,3,11,12,132,1,0,0,16801,232.74,2020-01-03
12276,0,2,6,10,11,3914,0,0,0,3298,238.22,2020-01-03
12278,0,0,0,9,11,3706,0,0,0,1104,1195.75,2020-01-03
12279,0,2,6,10,8,4126,1,0,0,1145,333.22,2020-01-03
12280,0,2,6,10,8,4126,1,0,0,1145,333.22,2020-01-03
12281,0,0,6,10,11,3648,1,0,0,3418,93.01,2020-01-03
12282,0,0,6,10,11,993,1,0,0,3418,101.23,2020-01-03
12283,0,0,6,10,11,4139,1,0,0,3418,140.96,2020-01-03
12284,0,0,3,11,8,3900,2,0,0,1153,95.75,2020-01-03
12285,0,0,3,11,8,3770,2,0,0,1153,109.45,2020-01-03
12286,0,0,6,10,11,4151,0,0,0,2258,137.55,2020-01-03
12287,0,0,6,10,8,1213,1,0,0,3626,253.29,2020-01-03
12288,0,0,6,10,8,1213,1,0,0,3626,253.29,2020-01-03
12289,0,0,6,10,8,1213,1,0,0,3626,253.29,2020-01-03
12290,0,0,6,10,8,3486,1,0,0,1072,410.82,2020-01-03
12291,0,0,6,10,8,3841,2,0,0,1072,349.18,2020-01-03
12292,2,0,1,14,11,4152,0,0,0,2114,6.71,2020-01-03
12293,2,0,1,14,11,4152,0,0,0,2114,6.71,2020-01-03
12294,0,0,1,14,8,3761,2,0,0,2114,60.14,2020-01-03
12297,0,0,3,11,27,3955,0,0,0,1241,182.85,2020-01-03
12298,0,2,6,10,8,4171,1,0,0,2848,417.67,2020-01-03
12299,0,1,6,10,17,1198,0,1,0,799,558.22,2020-01-03
12300,0,0,3,11,8,3770,2,0,0,1567,109.45,2020-01-03
12302,0,0,3,11,8,3719,0,0,0,2278,110.82,2020-01-03
12303,0,0,3,11,8,557,1,0,0,2278,119.55,2020-01-03
12304,0,0,3,11,8,2364,1,0,0,2278,98.49,2020-01-03
12305,0,0,3,11,11,3826,0,0,0,2278,97.12,2020-01-03
12306,0,0,5,12,8,4150,0,0,0,1831,82.05,2020-01-03
12307,0,0,6,10,8,4031,2,0,0,3628,369.73,2020-01-03
12308,0,0,0,9,11,3684,1,0,0,3628,295.75,2020-01-03
12309,0,0,3,11,8,4000,1,0,0,1592,387.53,2020-01-03
12310,0,0,0,9,8,3534,1,0,0,2090,176.92,2020-01-04
12311,0,0,5,12,8,2541,1,0,0,987,22.97,2020-01-04
12312,0,0,5,12,8,3966,2,0,0,987,49.18,2020-01-04
12313,0,0,5,12,8,4029,2,0,0,987,27.26,2020-01-04
12314,0,0,5,12,11,3870,2,0,0,987,40.03,2020-01-04
12315,0,0,6,10,8,2804,1,0,0,2546,1047.81,2020-01-04
12316,0,1,6,10,11,4244,0,1,0,7691,503.42,2020-01-04
12317,0,0,3,11,8,2056,1,0,0,1174,730.92,2020-01-04
12318,0,0,6,10,11,551,1,0,0,16801,2287.67,2020-01-04
12319,0,2,6,10,8,4091,0,0,0,1411,766.99,2020-01-04
12320,0,2,6,10,8,4125,1,0,0,1411,917.67,2020-01-04
12321,0,0,6,10,14,2560,1,0,0,2246,313.7,2020-01-04
12322,0,0,6,10,8,4087,0,0,0,2546,527.26,2020-01-04
12323,0,0,6,10,11,4151,0,0,0,277,175.21,2020-01-04
12324,0,0,5,12,18,4050,0,0,0,960,82.05,2020-01-04
12325,0,0,3,11,18,3905,0,0,0,960,164.25,2020-01-04
12326,0,0,6,10,27,3738,1,0,0,960,150.55,2020-01-04
12328,0,0,5,12,12,3536,1,0,0,960,75.21,2020-01-04
12329,0,0,3,11,8,548,1,0,0,2546,842.77,2020-01-04
12330,0,0,6,10,8,3697,1,0,0,3092,410.82,2020-01-04
12331,0,0,6,10,8,3697,1,0,0,3092,410.82,2020-01-04
12332,0,0,5,12,8,1223,0,0,0,2546,157.4,2020-01-04
12335,0,0,0,9,8,3766,2,0,0,1506,566.99,2020-01-04
12337,0,0,6,10,8,3824,0,0,0,804,119.77,2020-01-04
12338,0,2,6,10,8,442,1,0,0,16801,397.12,2020-01-04
12339,0,2,6,10,8,3952,1,0,0,2390,716.4,2020-01-04
12341,0,0,3,11,8,1176,1,0,0,2995,245.07,2020-01-04
12342,0,0,3,11,8,957,1,0,0,2995,154.66,2020-01-04
12343,0,0,6,10,27,4128,0,0,0,1502,239.59,2020-01-04
12344,0,0,3,11,8,99,1,0,0,475,903.97,2020-01-04
12345,0,0,5,12,8,296,1,0,0,475,410.82,2020-01-04
12346,0,0,6,10,8,3626,1,0,0,475,534.11,2020-01-04
12347,0,0,6,10,11,3980,0,0,0,2822,347.81,2020-01-04
12348,0,0,5,12,8,4091,1,0,0,3224,103.97,2020-01-04
12349,0,2,3,11,23,742,0,0,0,3390,157.4,2020-01-04
12350,0,2,6,10,23,762,1,0,0,804,252.03,2020-01-04
12351,0,3,6,10,8,2076,0,0,0,465,791.1,2020-01-04
12352,0,3,6,10,8,1198,0,0,0,465,737.67,2020-01-04
12353,0,0,6,10,8,3841,2,0,0,3627,349.18,2020-01-04
12354,0,0,6,10,8,3938,1,0,0,1356,753.29,2020-01-04
12355,0,3,6,10,8,4057,0,0,0,93,406.82,2020-01-04
12356,0,0,6,10,8,3745,0,0,0,93,226.0,2020-01-04
12357,0,2,6,10,11,3745,0,0,0,3269,127.26,2020-01-04
12359,0,0,4,13,11,919,1,0,0,1522,58.77,2020-01-04
12360,2,0,1,14,11,4152,0,0,0,686,6.71,2020-01-04
12361,0,0,5,12,27,3416,1,0,0,2558,88.9,2020-01-04
12362,0,0,6,10,8,3707,0,0,0,1326,129.42,2020-01-04
12363,0,3,3,11,8,3826,0,0,0,3233,397.12,2020-01-05
12364,0,2,4,13,8,4049,0,0,0,17,650.55,2020-01-05
12365,0,2,3,11,8,4191,1,0,0,17,1762.77,2020-01-05
12366,0,0,6,10,8,4110,0,0,0,3460,287.53,2020-01-05
12367,0,0,0,9,8,3845,0,0,0,1092,368.33,2020-01-05
12369,0,0,3,11,8,4065,0,0,0,3460,314.93,2020-01-05
12370,0,0,6,10,27,4003,2,0,0,1072,308.08,2020-01-05
12371,0,0,6,10,23,3572,1,0,0,1213,308.08,2020-01-05
12372,0,0,5,12,8,3833,0,0,0,1038,260.14,2020-01-05
12373,0,0,6,10,8,3982,2,0,0,1038,464.11,2020-01-05
12374,0,3,6,10,8,1198,0,0,0,2144,800.0,2020-01-05
12375,0,0,6,10,8,3760,1,0,0,2185,842.33,2020-01-05
12376,0,0,6,10,8,3765,0,0,0,414,242.9,2020-01-05
12377,0,0,6,10,8,3765,0,0,0,414,242.9,2020-01-05
12378,0,0,3,11,27,624,0,0,0,3612,314.93,2020-01-05
12379,0,0,3,11,27,870,0,0,0,3612,219.04,2020-01-05
12380,0,0,5,12,8,4150,0,0,0,1831,82.05,2020-01-05
12381,0,0,3,11,8,4082,0,0,0,1179,343.7,2020-01-05
12383,0,2,6,10,8,4023,0,0,0,216,301.23,2020-01-05
12384,0,0,5,12,8,2541,1,0,0,987,22.97,2020-01-05
12385,0,0,5,12,11,3870,2,0,0,987,40.03,2020-01-05
12386,0,0,3,11,23,4142,0,0,0,3492,308.08,2020-01-05
12387,0,0,6,10,8,4096,0,0,0,1695,200.45,2020-01-05
12389,0,2,6,10,8,3995,0,0,0,1411,242.05,2020-01-05
12390,0,0,6,10,8,368,0,0,0,2246,539.73,2020-01-05
12391,0,2,6,10,8,4207,0,0,0,2246,610.27,2020-01-05
12392,0,0,6,10,8,4218,0,0,0,2246,911.64,2020-01-05
12394,0,0,3,11,8,3786,0,0,0,804,254.66,2020-01-05
12395,0,0,3,11,8,3842,0,0,0,804,53.29,2020-01-05
12396,0,0,3,11,8,3842,0,0,0,804,53.29,2020-01-05
12397,0,0,5,12,8,3966,2,0,0,3213,49.18,2020-01-05
12398,0,0,6,10,27,2366,1,0,0,455,82.05,2020-01-05
12399,0,0,3,11,8,3809,2,0,0,2275,168.36,2020-01-06
12400,0,0,3,11,23,3586,1,0,0,851,493.01,2020-01-06
12401,0,0,3,11,23,3586,1,0,0,851,493.01,2020-01-06
12402,0,0,5,12,8,2541,1,0,0,10,22.97,2020-01-06
12403,0,0,3,11,11,683,1,0,0,1072,283.42,2020-01-06
12404,0,0,3,11,8,3864,0,0,0,252,273.84,2020-01-06
12405,0,0,6,10,8,1154,1,0,0,1519,102.6,2020-01-06
12406,0,0,6,10,11,4141,1,0,0,2144,134.11,2020-01-06
12409,0,0,0,9,8,4100,0,0,0,2240,1076.58,2020-01-06
12410,0,0,6,10,8,3592,1,0,0,1153,390.27,2020-01-06
12411,0,0,6,10,1,3748,0,0,0,3603,266.99,2020-01-06
12412,0,0,3,11,11,914,0,0,0,2440,157.79,2020-01-06
12413,0,0,3,11,12,947,1,0,0,2440,294.38,2020-01-06
12414,0,0,3,11,11,871,0,0,0,2440,68.18,2020-01-06
12416,0,0,3,11,8,876,1,0,0,1833,625.04,2020-01-06
12417,0,2,6,10,8,3960,2,0,0,2516,349.18,2020-01-06
12418,0,0,3,11,11,2083,1,0,0,3028,334.11,2020-01-06
12419,0,0,6,10,23,780,0,0,0,1168,321.78,2020-01-06
12420,0,0,6,10,23,780,0,0,0,1168,321.78,2020-01-06
12421,0,0,6,10,8,3920,1,1,0,1179,312.19,2020-01-06
12422,0,0,6,10,8,3908,1,0,0,2246,314.93,2020-01-06
12423,0,0,6,10,8,4020,0,0,0,2246,321.78,2020-01-06
12424,0,0,6,10,8,4029,1,0,0,2246,328.63,2020-01-06
12426,0,0,3,11,8,3900,2,0,0,700,95.75,2020-01-06
12427,2,0,1,14,8,1098,1,0,0,286,6.71,2020-01-06
12428,0,0,3,11,11,4107,1,0,0,3026,94.38,2020-01-06
12429,0,0,4,13,11,886,1,0,0,1521,71.1,2020-01-06
12430,0,0,0,9,8,2499,0,0,0,2381,1049.27,2020-01-06
12431,0,0,6,10,27,3957,0,0,0,414,260.14,2020-01-07
12432,0,0,6,10,27,3957,0,0,0,414,260.14,2020-01-07
12433,0,0,6,10,8,3834,1,1,0,414,271.1,2020-01-07
12434,0,0,3,11,11,472,1,0,0,3184,186.16,2020-01-07
12435,0,0,0,9,8,67,1,0,0,2710,361.18,2020-01-07
12436,0,0,3,11,18,3829,0,0,0,3548,177.95,2020-01-07
12438,0,0,3,11,11,3939,1,0,0,1618,125.89,2020-01-07
12439,0,0,3,11,8,3503,1,0,0,216,677.95,2020-01-07
12440,0,0,6,10,8,98,1,0,0,216,397.12,2020-01-07
12441,0,0,6,10,8,4217,0,0,0,2951,1574.66,2020-01-07
12442,0,2,5,12,8,3277,1,0,0,2951,1271.21,2020-01-07
12443,0,2,3,11,8,4248,0,0,0,2951,1560.27,2020-01-07
12445,0,0,6,10,8,3523,0,0,0,3028,209.81,2020-01-07
12446,0,0,6,10,8,3523,0,0,0,3028,209.81,2020-01-07
12447,0,0,3,11,18,4019,0,0,0,475,280.68,2020-01-07
12448,0,2,6,10,8,4125,1,0,0,1145,917.67,2020-01-07
12449,0,2,6,10,8,736,1,0,0,1145,582.05,2020-01-07
12450,0,3,0,9,8,3982,0,0,0,1153,573.84,2020-01-07
12451,0,0,3,11,14,2571,1,0,0,693,376.58,2020-01-07
12452,0,0,6,10,14,2832,1,0,0,693,200.0,2020-01-07
12453,0,0,5,12,14,2962,1,0,0,693,88.9,2020-01-07
12454,0,3,3,11,8,806,0,0,0,1404,220.41,2020-01-07
12455,0,2,6,10,8,3776,0,0,0,2953,1020.41,2020-01-07
12456,0,2,6,10,8,3962,0,0,0,1330,171.47,2020-01-07
12457,0,0,1,14,11,3859,2,0,0,3653,101.23,2020-01-07
12458,0,0,5,12,8,101,1,0,0,1214,252.01,2020-01-07
12459,0,0,5,12,8,1082,1,0,0,1214,280.37,2020-01-07
12460,0,2,6,10,8,3995,0,0,0,414,242.05,2020-01-08
12461,0,2,6,10,8,3962,0,0,0,414,171.47,2020-01-08
12462,0,0,6,10,27,3773,0,0,0,1241,130.66,2020-01-08
12464,0,0,6,10,8,4213,0,0,0,2462,671.92,2020-01-08
12465,0,0,6,10,8,3806,0,0,0,1179,479.32,2020-01-08
12467,0,0,6,10,8,3626,1,0,0,2457,534.11,2020-01-08
12468,0,0,3,11,8,4049,0,0,0,1174,390.27,2020-01-08
12469,0,0,6,10,8,3891,0,0,0,1174,308.08,2020-01-08
12470,0,0,6,10,8,3765,0,0,0,3028,242.9,2020-01-08
12471,0,0,6,10,8,3765,0,0,0,3028,242.9,2020-01-08
12472,0,2,6,10,8,208,0,0,0,274,453.42,2020-01-08
12473,0,0,5,12,11,72,1,0,0,3391,50.1,2020-01-08
12474,0,0,5,12,27,3810,0,0,0,3391,95.75,2020-01-08
12475,0,2,6,10,8,336,0,0,0,1843,215.14,2020-01-08
12476,0,2,6,10,8,4089,0,0,0,1843,188.7,2020-01-08
12477,2,0,7,16,8,3878,0,0,0,3658,10.27,2020-01-08
12478,2,0,7,16,8,3986,1,0,0,3658,10.82,2020-01-08
12479,0,3,3,11,8,4004,0,0,0,823,253.29,2020-01-08
12480,0,0,3,11,8,4000,1,0,0,823,66.81,2020-01-08
12481,0,0,3,11,27,3134,1,0,0,823,253.29,2020-01-08
12482,0,0,3,11,18,3884,0,0,0,922,308.08,2020-01-08
12483,0,0,3,11,18,3754,0,0,0,922,362.88,2020-01-08
12484,0,0,3,11,18,3787,0,0,0,922,328.63,2020-01-08
12485,0,0,2,15,11,3777,2,0,0,2065,1140.96,2020-01-08
12486,0,0,2,15,11,4039,0,0,0,2065,1540.96,2020-01-08
12487,0,2,3,11,11,4131,0,0,0,3103,102.6,2020-01-08
12490,0,2,3,11,11,1196,1,0,0,928,135.48,2020-01-08
12491,0,0,6,10,12,3793,2,0,0,1179,204.11,2020-01-08
12492,0,0,6,10,12,4111,2,0,0,1179,308.08,2020-01-08
12493,0,2,4,13,8,3805,0,0,0,475,465.62,2020-01-08
12494,0,0,6,10,11,707,0,0,0,2456,87.53,2020-01-08
12495,0,0,5,12,14,3070,1,0,0,800,58.9,2020-01-08
12496,0,0,5,12,14,3072,1,0,0,800,68.36,2020-01-08
12497,0,0,6,10,11,4125,0,0,0,1401,162.88,2020-01-08
12498,0,0,5,12,12,3506,1,0,0,3650,58.19,2020-01-08
12499,0,0,5,12,12,3506,1,0,0,3650,58.19,2020-01-08
12500,0,2,3,11,8,4015,0,0,0,2824,424.52,2020-01-08
12501,0,0,5,12,8,4039,0,0,0,3010,136.85,2020-01-08
12502,0,0,5,12,8,4039,0,0,0,3010,136.85,2020-01-08
12503,0,0,3,11,18,3787,0,0,0,3010,328.63,2020-01-08
12504,0,0,3,11,8,4024,0,0,0,3243,314.93,2020-01-08
12505,0,0,3,11,12,3903,0,0,0,988,157.4,2020-01-08
12506,0,0,3,11,8,4149,1,0,0,988,138.22,2020-01-08
12507,0,0,3,11,8,3224,1,0,0,804,62.88,2020-01-09
12508,0,0,3,11,11,4142,1,0,0,2961,160.14,2020-01-09
12509,0,0,4,13,11,4141,1,0,0,2961,268.36,2020-01-09
12510,0,0,3,11,11,4142,1,0,0,2961,160.14,2020-01-09
12511,0,0,6,10,27,4003,2,0,0,513,308.08,2020-01-09
12512,0,0,3,11,8,3878,2,0,0,3243,342.33,2020-01-09
12513,0,0,6,10,8,3890,1,0,0,3076,183.42,2020-01-09
